Distance_(mm),Gray_Value
147.489,222.977
147.574,222.823
147.659,222.971
147.743,223.054
147.828,223.085
147.913,222.936
147.997,222.858
148.082,222.850
148.167,222.855
148.251,222.950
148.336,222.781
148.421,222.815
148.505,222.634
148.590,222.668
148.675,222.660
148.759,222.717
148.844,222.723
148.929,222.840
149.013,222.836
149.098,223.003
149.183,222.871
149.267,222.812
149.352,222.954
149.437,223.160
149.521,222.802
149.606,222.796
149.691,222.979
149.775,222.974
149.860,222.735
149.945,222.589
150.029,222.757
150.114,222.481
150.199,222.284
150.283,222.258
150.368,221.982
150.453,222.149
150.537,222.404
150.622,222.435
150.707,222.450
150.791,222.680
150.876,222.580
150.961,222.781
151.045,222.741
151.130,222.299
151.215,222.605
151.299,222.425
151.384,222.510
151.469,222.424
151.553,222.679
151.638,222.541
151.723,222.482
151.807,222.809
151.892,222.467
151.977,222.708
152.061,222.713
152.146,222.661
152.231,222.607
152.315,222.455
152.400,222.695
152.485,222.392
152.569,222.361
152.654,222.533
152.739,222.278
152.823,222.483
152.908,222.720
152.993,222.647
153.077,222.498
153.162,222.539
153.247,222.632
153.331,222.635
153.416,222.492
153.501,222.463
153.585,222.558
153.670,222.347
153.755,222.566
153.839,222.508
153.924,222.550
154.009,222.497
154.093,222.432
154.178,222.329
154.263,222.409
154.347,222.529
154.432,222.393
154.517,222.622
154.601,222.273
154.686,222.363
154.771,222.291
154.855,222.281
154.940,222.354
155.025,222.276
155.109,222.144
155.194,222.249
155.279,222.287
155.363,222.260
155.448,222.452
155.533,222.342
155.617,222.244
155.702,222.018
155.787,222.056
155.871,222.356
155.956,222.330
156.041,222.239
156.125,222.240
156.210,222.105
156.295,221.999
156.379,221.736
156.464,221.587
156.549,221.675
156.633,221.690
156.718,221.662
156.803,221.718
156.887,222.039
156.972,222.247
157.057,222.455
157.141,222.369
157.226,222.157
157.311,222.195
157.395,222.278
157.480,222.284
157.565,222.353
157.649,222.242
157.734,222.246
157.819,222.315
157.903,222.430
157.988,222.555
158.073,222.509
158.157,222.292
158.242,222.402
158.327,222.255
158.411,222.328
158.496,222.305
158.581,222.421
158.665,222.464
158.750,222.501
158.835,222.348
158.919,222.279
159.004,222.510
159.089,222.622
159.173,222.491
159.258,222.606
159.343,222.544
159.427,222.414
159.512,222.571
159.597,222.512
159.681,222.365
159.766,222.462
159.851,222.659
159.935,222.522
160.020,222.544
160.105,222.635
160.189,222.625
160.274,221.750
160.359,222.284
160.443,222.636
160.528,222.578
160.613,222.556
160.697,222.296
160.782,222.700
160.867,222.807
160.951,222.518
161.036,222.610
161.121,222.653
161.205,222.568
161.290,222.514
161.375,222.595
161.459,222.492
161.544,222.433
161.629,222.611
161.713,222.385
161.798,222.281
161.883,222.127
161.967,222.087
162.052,222.120
162.137,221.993
162.221,222.090
162.306,222.248
162.391,222.170
162.475,222.449
162.560,222.793
162.645,222.871
162.729,222.577
162.814,222.556
162.899,222.626
162.983,222.543
163.068,222.366
163.153,222.494
163.237,222.565
163.322,222.627
163.407,222.373
163.491,222.484
163.576,222.533
163.661,222.736
163.745,222.922
163.830,222.815
163.915,222.834
163.999,222.851
164.084,222.989
164.169,223.042
164.253,223.148
164.338,223.379
164.423,223.050
164.507,223.219
164.592,223.274
164.677,223.143
164.761,222.995
164.846,223.201
164.931,223.222
165.015,223.228
165.100,223.216
165.185,223.127
165.269,223.196
165.354,223.137
165.439,223.124
165.523,223.257
165.608,223.224
165.693,223.182
165.777,223.227
165.862,222.990
165.947,223.229
