Distance_(mm),Gray_Value
60.791,152.016
60.875,151.839
60.960,151.834
61.045,151.852
61.129,151.890
61.214,151.915
61.299,152.002
61.383,151.867
61.468,151.839
61.553,151.749
61.637,152.144
61.722,152.059
61.807,152.251
61.891,152.220
61.976,152.207
62.061,152.213
62.145,152.333
62.230,152.129
62.315,148.439
62.399,150.430
62.484,152.937
62.569,153.209
62.653,153.298
62.738,153.411
62.823,153.495
62.907,153.512
62.992,153.574
63.077,153.676
63.161,153.701
63.246,153.791
63.331,153.705
63.415,153.667
63.500,153.815
63.585,153.647
63.669,153.640
63.754,153.984
63.839,153.898
63.923,153.843
64.008,153.863
64.093,153.670
64.177,153.487
64.262,153.666
64.347,153.762
64.431,153.727
64.516,153.849
64.601,153.783
64.685,153.954
64.770,154.134
64.855,154.327
64.939,154.063
65.024,154.003
65.109,154.237
65.193,154.274
65.278,154.788
65.363,154.863
65.447,154.939
65.532,154.193
65.617,154.727
65.701,154.818
65.786,154.853
65.871,155.031
65.955,155.143
66.040,154.966
66.125,154.806
66.209,155.054
66.294,155.201
66.379,155.201
66.463,155.388
66.548,155.300
66.633,155.322
66.717,155.325
66.802,155.409
66.887,155.146
66.971,154.197
67.056,152.514
67.141,152.193
67.225,153.220
67.310,154.324
67.395,155.395
67.479,155.453
67.564,155.672
67.649,155.553
67.733,155.591
67.818,155.746
67.903,155.737
67.987,155.653
68.072,155.829
68.157,155.807
68.241,155.915
68.326,155.916
68.411,155.910
68.495,155.909
68.580,155.798
68.665,155.988
68.749,156.187
68.834,156.241
68.919,156.330
69.003,156.404
69.088,156.416
69.173,156.335
69.257,156.283
69.342,156.473
69.427,156.592
69.511,156.450
69.596,156.402
69.681,156.397
69.765,156.436
69.850,156.456
69.935,156.527
70.019,156.586
70.104,156.593
70.189,156.309
70.273,156.211
70.358,156.451
70.443,156.572
70.527,156.532
70.612,156.487
70.697,156.471
70.781,156.338
70.866,156.376
70.951,156.364
71.035,156.149
71.120,156.102
71.205,156.115
71.289,156.234
71.374,156.182
71.459,156.279
71.543,156.346
71.628,156.550
71.713,156.632
71.797,156.586
71.882,156.719
71.967,156.669
72.051,156.667
72.136,156.689
72.221,156.615
72.305,156.905
72.390,156.774
72.475,156.808
72.559,157.023
72.644,157.098
72.729,157.285
72.813,157.187
72.898,157.165
72.983,157.106
73.067,157.172
73.152,157.441
73.237,157.657
73.321,157.699
73.406,157.780
73.491,157.876
73.575,157.778
73.660,157.665
73.745,157.688
73.829,157.778
73.914,157.802
73.999,157.993
74.083,157.983
74.168,157.967
74.253,157.931
74.337,158.091
74.422,157.973
74.507,158.028
74.591,157.953
74.676,158.111
74.761,158.173
74.845,157.883
74.930,157.902
75.015,158.108
75.099,158.294
75.184,158.469
75.269,158.282
75.353,158.280
75.438,158.353
75.523,158.380
75.607,158.220
75.692,158.387
75.777,158.383
75.861,158.317
75.946,158.300
76.031,158.186
76.115,158.279
76.200,158.415
76.285,158.347
76.369,158.289
76.454,158.256
76.539,158.308
76.623,158.296
76.708,158.375
76.793,158.452
76.877,158.440
76.962,158.514
77.047,158.686
77.131,158.741
77.216,158.753
77.301,158.687
77.385,158.892
77.470,159.047
77.555,159.058
77.639,159.146
77.724,159.047
77.809,159.077
77.893,159.313
77.978,159.393
78.063,159.671
78.147,159.634
78.232,159.816
78.317,159.945
78.401,160.146
78.486,160.331
78.571,160.479
78.655,160.487
78.740,160.668
78.825,160.751
78.909,160.865
78.994,160.935
79.079,160.948
79.163,160.944
79.248,161.327
79.333,161.713
79.417,161.730
79.502,162.039
79.587,162.089
79.671,161.814
79.756,161.879
79.841,162.034
79.925,162.246
80.010,162.439
80.095,162.116
80.179,162.289
80.264,162.760
80.349,162.729
80.433,162.921
80.518,162.965
80.603,163.126
80.687,163.421
80.772,163.603
80.857,163.856
80.941,163.817
81.026,163.802
81.111,163.993
81.195,164.111
81.280,164.024
81.365,164.056
81.449,164.199
81.534,164.282
81.619,164.476
81.703,164.339
81.788,164.600
81.873,164.521
81.957,164.685
82.042,165.022
82.127,165.273
82.211,165.405
82.296,165.474
82.381,165.586
82.465,165.699
82.550,165.601
82.635,165.913
82.719,166.020
82.804,166.018
82.889,165.489
82.973,161.592
83.058,162.791
83.143,165.476
83.227,166.480
83.312,166.595
83.397,166.838
83.481,167.039
83.566,167.230
83.651,167.521
83.735,167.623
83.820,167.929
83.905,167.707
83.989,167.874
84.074,168.071
84.159,168.028
84.243,168.275
84.328,168.560
84.413,168.826
84.497,168.822
84.582,168.809
84.667,168.875
84.751,168.956
84.836,169.059
84.921,169.145
85.005,168.996
85.090,169.138
85.175,169.225
85.259,169.457
85.344,169.571
85.429,169.475
85.513,169.556
85.598,169.780
85.683,169.828
85.767,169.690
85.852,169.812
85.937,169.803
86.021,170.083
86.106,170.182
86.191,170.257
86.275,170.385
86.360,170.439
86.445,170.725
86.529,170.875
86.614,171.163
86.699,171.236
86.783,171.280
86.868,171.407
86.953,171.319
87.037,171.686
87.122,171.762
87.207,171.604
87.291,171.974
87.376,172.000
87.461,172.000
87.545,172.033
87.630,172.032
87.715,172.042
87.799,172.148
87.884,172.143
87.969,172.002
88.053,172.001
88.138,172.117
88.223,172.361
88.307,172.369
88.392,172.281
88.477,172.362
88.561,172.466
88.646,172.418
88.731,172.594
88.815,172.673
88.900,172.731
88.985,172.841
89.069,172.939
89.154,173.062
89.239,173.169
89.323,173.221
89.408,173.394
89.493,173.482
89.577,173.711
89.662,173.678
89.747,174.105
89.831,174.020
89.916,174.379
90.001,174.387
90.085,174.573
90.170,174.719
90.255,174.683
90.339,174.702
90.424,174.925
90.509,174.954
90.593,174.953
90.678,174.924
90.763,175.045
90.847,175.098
90.932,175.452
91.017,175.359
91.101,175.545
91.186,175.777
91.271,175.951
91.355,176.253
91.440,176.474
91.525,176.573
91.609,176.588
91.694,176.392
91.779,176.734
91.863,177.025
91.948,177.271
92.033,177.268
92.117,177.443
92.202,177.602
92.287,177.846
92.371,177.989
92.456,178.186
92.541,178.162
92.625,178.296
92.710,178.468
92.795,178.731
92.879,178.979
92.964,179.165
93.049,179.258
93.133,179.545
93.218,179.807
93.303,180.054
93.387,180.053
93.472,180.230
93.557,180.264
93.641,180.120
93.726,180.421
93.811,180.569
93.895,180.811
93.980,180.991
94.065,181.000
94.149,181.000
94.234,181.000
94.319,181.000
94.403,181.000
94.488,181.000
94.573,181.013
94.657,181.127
94.742,181.183
94.827,181.339
94.911,181.182
94.996,181.182
95.081,181.217
95.165,181.427
95.250,181.517
95.335,181.696
95.419,181.555
95.504,181.550
95.589,181.737
95.673,181.951
95.758,182.284
95.843,182.319
95.927,182.252
96.012,182.491
96.097,182.582
96.181,182.467
96.266,182.799
96.351,182.932
96.435,182.833
96.520,182.894
96.605,183.004
96.689,183.139
96.774,183.289
96.859,183.389
96.943,183.435
97.028,184.027
97.113,184.192
97.197,184.047
97.282,184.126
97.367,184.193
97.451,184.460
97.536,184.557
97.621,184.924
97.705,184.951
97.790,185.102
97.875,185.304
97.959,185.355
98.044,185.691
98.129,185.881
98.213,185.847
98.298,186.069
98.383,186.058
98.467,185.974
98.552,185.944
98.637,185.998
98.721,186.490
98.806,186.744
98.891,187.217
98.975,187.252
99.060,187.437
99.145,187.405
99.229,187.719
99.314,187.908
99.399,187.929
99.483,187.983
99.568,187.962
99.653,188.009
99.737,188.193
99.822,188.166
99.907,188.069
99.991,188.222
100.076,188.476
100.161,188.572
100.245,188.780
100.330,189.080
100.415,189.129
100.499,189.152
100.584,189.047
100.669,188.992
100.753,188.622
100.838,188.246
100.923,187.752
101.007,187.219
101.092,186.659
101.177,185.549
101.261,184.205
101.346,182.844
101.431,181.507
101.515,180.819
101.600,180.627
101.685,180.373
101.769,180.414
101.854,180.728
101.939,180.880
102.023,181.062
102.108,181.839
102.193,183.141
102.277,184.404
102.362,185.831
102.447,186.862
102.531,187.470
102.616,187.824
102.701,188.116
102.785,188.292
102.870,188.435
102.955,188.743
103.039,189.109
103.124,189.644
103.209,189.880
103.293,190.259
103.378,190.525
103.463,191.149
103.547,191.673
103.632,192.034
103.717,192.631
103.801,193.266
103.886,193.669
103.971,193.969
104.055,194.193
104.140,194.547
104.225,194.866
104.309,194.992
104.394,195.249
104.479,195.686
104.563,195.927
104.648,196.393
104.733,196.533
104.817,196.671
104.902,197.178
104.987,197.826
105.071,198.145
105.156,198.269
105.241,198.532
105.325,198.782
105.410,199.187
105.495,199.462
105.579,199.631
105.664,199.824
105.749,200.045
105.833,200.272
105.918,200.350
106.003,200.670
106.087,200.845
106.172,201.283
106.257,201.641
106.341,201.817
106.426,201.906
106.511,202.209
106.595,202.829
106.680,202.916
106.765,203.095
106.849,203.169
106.934,203.341
107.019,203.688
107.103,203.923
107.188,204.162
107.273,204.524
107.357,204.704
107.442,204.986
107.527,204.877
107.611,205.277
107.696,205.813
107.781,206.058
107.865,206.147
107.950,206.111
108.035,206.298
108.119,206.773
108.204,206.751
108.289,207.056
108.373,207.208
108.458,207.335
108.543,207.540
108.627,207.526
108.712,207.669
108.797,208.096
108.881,208.357
108.966,208.450
109.051,208.922
109.135,209.124
109.220,209.623
109.305,209.835
109.389,209.921
109.474,209.836
109.559,209.977
109.643,210.334
109.728,210.640
109.813,210.801
109.897,211.001
109.982,211.152
110.067,211.498
110.151,211.723
110.236,212.047
110.321,212.295
110.405,212.196
110.490,212.215
110.575,212.343
110.659,212.407
110.744,212.755
110.829,212.943
110.913,213.067
110.998,212.747
111.083,212.351
111.167,211.562
111.252,210.236
111.337,207.603
111.421,203.445
111.506,198.286
111.591,192.869
111.675,189.242
111.760,188.444
111.845,189.082
111.929,190.184
112.014,189.981
112.099,189.034
112.183,188.105
112.268,187.409
112.353,186.564
112.437,186.117
112.522,186.586
112.607,187.448
112.691,188.772
112.776,191.764
112.861,194.807
112.945,198.260
113.030,200.583
113.115,204.587
113.199,211.111
113.284,217.877
113.369,223.740
113.453,227.116
113.538,229.287
113.623,230.126
113.707,230.471
113.792,230.416
113.877,230.427
113.961,230.596
114.046,230.643
114.131,230.455
114.215,230.209
114.300,229.456
114.385,230.190
114.469,230.128
114.554,230.096
114.639,230.172
114.723,230.189
114.808,230.261
114.893,230.303
114.977,230.377
115.062,230.513
115.147,230.496
115.231,230.566
115.316,230.550
115.401,230.526
115.485,230.471
115.570,230.404
115.655,230.466
115.739,230.469
115.824,230.766
115.909,230.560
115.993,230.331
116.078,230.150
116.163,230.145
116.247,230.044
116.332,230.126
116.417,230.182
116.501,230.398
116.586,230.468
116.671,230.322
116.755,230.384
116.840,229.989
116.925,229.443
117.009,230.672
117.094,230.728
117.179,230.387
117.263,230.470
117.348,230.445
117.433,230.653
117.517,230.637
117.602,230.659
117.687,230.732
117.771,230.811
117.856,230.800
117.941,230.852
118.025,230.805
118.110,230.569
118.195,230.505
118.279,230.582
118.364,230.482
118.449,230.445
118.533,230.453
118.618,230.442
118.703,230.518
118.787,230.650
118.872,230.884
118.957,230.776
119.041,230.598
119.126,230.710
119.211,230.449
119.295,230.711
119.380,230.827
119.465,230.875
119.549,230.691
119.634,230.820
119.719,231.026
119.803,230.916
119.888,230.864
119.973,231.034
120.057,231.046
120.142,230.860
120.227,230.879
120.311,230.722
120.396,230.782
120.481,230.806
120.565,230.769
120.650,231.027
120.735,230.957
120.819,230.958
120.904,230.874
120.989,230.806
121.073,230.824
121.158,230.935
121.243,231.186
121.327,231.221
121.412,231.089
121.497,231.026
121.581,230.907
121.666,230.857
121.751,230.805
121.835,230.821
121.920,230.635
122.005,230.478
122.089,230.674
122.174,230.711
122.259,230.839
122.343,231.032
122.428,231.264
122.513,231.189
122.597,231.167
122.682,231.176
122.767,231.068
122.851,230.806
122.936,230.575
123.021,230.651
123.105,230.596
123.190,230.682
123.275,230.866
123.359,230.871
123.444,231.068
123.529,231.201
123.613,231.095
123.698,230.996
123.783,230.793
123.867,230.721
123.952,230.609
124.037,230.518
124.121,230.434
124.206,230.583
124.291,230.506
124.375,230.648
124.460,230.503
124.545,230.287
124.629,230.216
124.714,230.260
124.799,230.047
124.883,230.156
124.968,230.227
125.053,230.468
125.137,230.468
125.222,230.642
125.307,230.636
125.391,230.938
125.476,230.675
125.561,230.560
125.645,230.395
125.730,230.482
125.815,230.637
125.899,230.731
125.984,230.628
126.069,230.679
126.153,230.909
126.238,231.117
126.323,231.027
126.407,231.120
126.492,231.224
126.577,231.369
126.661,231.407
126.746,231.213
126.831,231.232
126.915,231.087
127.000,231.132
127.085,231.469
127.169,231.665
127.254,231.700
127.339,231.771
127.423,231.662
127.508,231.732
127.593,231.695
127.677,231.591
127.762,231.770
127.847,231.650
127.931,231.595
128.016,231.587
128.101,231.721
128.185,231.735
128.270,231.910
128.355,231.859
128.439,231.673
128.524,231.648
128.609,231.769
128.693,231.696
128.778,231.741
128.863,231.829
128.947,232.000
129.032,232.085
129.117,232.091
129.201,232.144
129.286,232.054
129.371,232.075
129.455,232.051
129.540,232.073
129.625,231.984
129.709,231.847
129.794,231.984
129.879,231.858
129.963,231.885
130.048,231.781
130.133,231.997
130.217,231.930
130.302,231.391
130.387,231.357
130.471,231.180
130.556,231.108
130.641,230.935
130.725,231.075
130.810,231.238
130.895,231.494
130.979,231.631
131.064,231.762
131.149,231.717
131.233,231.799
131.318,231.725
131.403,231.761
131.487,231.678
131.572,231.852
131.657,231.802
131.741,231.864
131.826,231.956
131.911,231.969
131.995,232.026
132.080,232.134
132.165,232.196
132.249,232.112
132.334,232.114
132.419,232.071
132.503,231.935
132.588,231.928
132.673,231.975
132.757,231.897
132.842,231.827
132.927,231.652
133.011,231.773
133.096,231.752
133.181,231.762
133.265,231.775
133.350,231.812
133.435,231.898
133.519,231.872
133.604,231.699
133.689,231.823
133.773,231.690
133.858,231.623
133.943,231.852
